scaf1 24051684 24052849 lg5 8074579 8075611 nlinks=1,bsize1=1166,bsize2=1033,bidentity1=0.2821612349,bidentity2=0.3184898354,depth1=0,depth2=0,color=lg5
scaf1 37570110 37570328 lg5 9654182 9654400 nlinks=1,bsize1=219,bsize2=219,bidentity1=0.4566210045,bidentity2=0.4566210045,depth1=0,depth2=0,color=lg5
scaf1 40515464 40516320 lg5 13901524 13902319 nlinks=1,bsize1=857,bsize2=796,bidentity1=0.1435239206,bidentity2=0.1545226130,depth1=0,depth2=0,color=lg5
scaf1 19651524 19655143 lg5 8321156 8324708 nlinks=1,bsize1=3620,bsize2=3553,bidentity1=0.0298342541,bidentity2=0.0303968477,depth1=0,depth2=0,color=lg5
scaf1 54250026 54250271 lg5 6313429 6313669 nlinks=1,bsize1=246,bsize2=241,bidentity1=0.3983739837,bidentity2=0.4066390041,depth1=0,depth2=0,color=lg5
scaf1 53938450 53938667 lg5 6381316 6381534 nlinks=1,bsize1=218,bsize2=219,bidentity1=0.4449541284,bidentity2=0.4429223744,depth1=0,depth2=0,color=lg5
scaf1 54264601 54264767 lg5 6309452 6309620 nlinks=1,bsize1=167,bsize2=169,bidentity1=0.5808383233,bidentity2=0.5739644970,depth1=0,depth2=0,color=lg5
scaf1 19857891 19858293 lg5 11757015 11757258 nlinks=1,bsize1=403,bsize2=244,bidentity1=0.2952853598,bidentity2=0.4877049180,depth1=0,depth2=0,color=lg5
scaf1 47433323 47433589 lg5 12849839 12850088 nlinks=1,bsize1=267,bsize2=250,bidentity1=0.3670411985,bidentity2=0.3920000000,depth1=0,depth2=0,color=lg5
scaf1 7264820 7265009 lg5 14433904 14434085 nlinks=1,bsize1=190,bsize2=182,bidentity1=0.5052631578,bidentity2=0.5274725274,depth1=0,depth2=0,color=lg5
scaf1 6795991 6796100 lg5 14370841 14370950 nlinks=1,bsize1=110,bsize2=110,bidentity1=0.8545454545,bidentity2=0.8545454545,depth1=0,depth2=0,color=lg5
scaf1 68025901 68026088 lg5 6752363 6752540 nlinks=1,bsize1=188,bsize2=178,bidentity1=0.5106382978,bidentity2=0.5393258426,depth1=0,depth2=0,color=lg5
scaf1 46958692 46962225 lg5 12928357 12931919 nlinks=1,bsize1=3534,bsize2=3563,bidentity1=0.0268817204,bidentity2=0.0266629245,depth1=0,depth2=0,color=lg5
scaf1 54157351 54157510 lg5 6327007 6327160 nlinks=1,bsize1=160,bsize2=154,bidentity1=0.5625000000,bidentity2=0.5844155844,depth1=0,depth2=0,color=lg5
scaf1 47481867 47481966 lg5 12842378 12842477 nlinks=1,bsize1=100,bsize2=100,bidentity1=0.8700000000,bidentity2=0.8700000000,depth1=0,depth2=0,color=lg5
scaf1 58425039 58425172 lg5 11000730 11000862 nlinks=1,bsize1=134,bsize2=133,bidentity1=0.6343283582,bidentity2=0.6390977443,depth1=0,depth2=0,color=lg5
scaf1 48655452 48655612 lg5 5043924 5044084 nlinks=1,bsize1=161,bsize2=161,bidentity1=0.5217391304,bidentity2=0.5217391304,depth1=0,depth2=0,color=lg5
scaf1 54337158 54337400 lg5 6295629 6295821 nlinks=1,bsize1=243,bsize2=193,bidentity1=0.3744855967,bidentity2=0.4715025906,depth1=0,depth2=0,color=lg5
scaf1 48449986 48450111 lg5 5116446 5116571 nlinks=1,bsize1=126,bsize2=126,bidentity1=0.6507936507,bidentity2=0.6507936507,depth1=0,depth2=0,color=lg5
scaf1 6851246 6851559 lg5 14384999 14385268 nlinks=1,bsize1=314,bsize2=270,bidentity1=0.2802547770,bidentity2=0.3259259259,depth1=0,depth2=0,color=lg5
scaf1 54034525 54034658 lg5 6361799 6361931 nlinks=1,bsize1=134,bsize2=133,bidentity1=0.5970149253,bidentity2=0.6015037593,depth1=0,depth2=0,color=lg5
scaf1 48567230 48567352 lg5 5074460 5074582 nlinks=1,bsize1=123,bsize2=123,bidentity1=0.6504065040,bidentity2=0.6504065040,depth1=0,depth2=0,color=lg5
scaf1 47407301 47407400 lg5 12856591 12856690 nlinks=1,bsize1=100,bsize2=100,bidentity1=0.8000000000,bidentity2=0.8000000000,depth1=0,depth2=0,color=lg5
scaf1 20984440 20984789 lg5 15236712 15236986 nlinks=1,bsize1=350,bsize2=275,bidentity1=0.2628571428,bidentity2=0.3345454545,depth1=0,depth2=0,color=lg5
scaf1 16414093 16414274 lg5 8829932 8830087 nlinks=1,bsize1=182,bsize2=156,bidentity1=0.4560439560,bidentity2=0.5320512820,depth1=0,depth2=0,color=lg5
scaf1 49933700 49935145 lg5 13644616 13646064 nlinks=1,bsize1=1446,bsize2=1449,bidentity1=0.0546334716,bidentity2=0.0545203588,depth1=0,depth2=0,color=lg5
scaf1 47231421 47231533 lg5 12887525 12887637 nlinks=1,bsize1=113,bsize2=113,bidentity1=0.6902654867,bidentity2=0.6902654867,depth1=0,depth2=0,color=lg5
scaf1 54051579 54051692 lg5 6359307 6359423 nlinks=1,bsize1=114,bsize2=117,bidentity1=0.6929824561,bidentity2=0.6752136752,depth1=0,depth2=0,color=lg5
scaf1 38862628 38862858 lg5 5972262 5972465 nlinks=1,bsize1=231,bsize2=204,bidentity1=0.3636363636,bidentity2=0.4117647058,depth1=0,depth2=0,color=lg5
scaf1 36928067 36928174 lg5 9548055 9548168 nlinks=1,bsize1=108,bsize2=114,bidentity1=0.7407407407,bidentity2=0.7017543859,depth1=0,depth2=0,color=lg5
scaf1 22412706 22412926 lg5 8663340 8663508 nlinks=1,bsize1=221,bsize2=169,bidentity1=0.3936651583,bidentity2=0.5147928994,depth1=0,depth2=0,color=lg5
scaf1 54511298 54511374 lg5 6254823 6254899 nlinks=1,bsize1=77,bsize2=77,bidentity1=0.9870129870,bidentity2=0.9870129870,depth1=0,depth2=0,color=lg5
scaf1 6805591 6805782 lg5 14371939 14372145 nlinks=1,bsize1=192,bsize2=207,bidentity1=0.4114583333,bidentity2=0.3816425120,depth1=0,depth2=0,color=lg5
scaf1 53927751 53927866 lg5 6386562 6386677 nlinks=1,bsize1=116,bsize2=116,bidentity1=0.6465517241,bidentity2=0.6465517241,depth1=0,depth2=0,color=lg5
scaf1 16640288 16640393 lg5 8865234 8865341 nlinks=1,bsize1=106,bsize2=108,bidentity1=0.7169811320,bidentity2=0.7037037037,depth1=0,depth2=0,color=lg5
scaf1 16112289 16112441 lg5 8737799 8737946 nlinks=1,bsize1=153,bsize2=148,bidentity1=0.4967320261,bidentity2=0.5135135135,depth1=0,depth2=0,color=lg5
scaf1 20124194 20124268 lg9 11408300 11408374 nlinks=1,bsize1=75,bsize2=75,bidentity1=0.9866666666,bidentity2=0.9866666666,depth1=0,depth2=0,color=lg9
scaf1 6856324 6856413 lg5 14386960 14387049 nlinks=1,bsize1=90,bsize2=90,bidentity1=0.8222222222,bidentity2=0.8222222222,depth1=0,depth2=0,color=lg5
scaf1 47128161 47128235 lg3 9942831 9942905 nlinks=1,bsize1=75,bsize2=75,bidentity1=0.9866666666,bidentity2=0.9866666666,depth1=0,depth2=0,color=lg3
scaf1 29310933 29311007 lg8 11451224 11451298 nlinks=1,bsize1=75,bsize2=75,bidentity1=0.9866666666,bidentity2=0.9866666666,depth1=0,depth2=0,color=lg8
scaf1 16688394 16688677 lg5 8888608 8888805 nlinks=1,bsize1=284,bsize2=198,bidentity1=0.3098591549,bidentity2=0.4444444444,depth1=0,depth2=0,color=lg5
scaf1 16731336 16731464 lg5 8896674 8896781 nlinks=1,bsize1=129,bsize2=108,bidentity1=0.6046511627,bidentity2=0.7222222222,depth1=0,depth2=0,color=lg5
scaf1 47618867 47618941 lg3 9942831 9942905 nlinks=1,bsize1=75,bsize2=75,bidentity1=0.9866666666,bidentity2=0.9866666666,depth1=0,depth2=0,color=lg3
scaf1 20124194 20124268 lg2 4367883 4367957 nlinks=1,bsize1=75,bsize2=75,bidentity1=0.9866666666,bidentity2=0.9866666666,depth1=0,depth2=0,color=lg2
scaf1 47618867 47618941 lg3 2751665 2751739 nlinks=1,bsize1=75,bsize2=75,bidentity1=0.9866666666,bidentity2=0.9866666666,depth1=0,depth2=0,color=lg3
scaf1 14320009 14320251 lg5 5518095 5518358 nlinks=1,bsize1=243,bsize2=264,bidentity1=0.3209876543,bidentity2=0.2954545454,depth1=0,depth2=0,color=lg5
scaf1 47128161 47128235 lg3 2751665 2751739 nlinks=1,bsize1=75,bsize2=75,bidentity1=0.9866666666,bidentity2=0.9866666666,depth1=0,depth2=0,color=lg3
scaf1 53949105 53949206 lg5 6382264 6382365 nlinks=1,bsize1=102,bsize2=102,bidentity1=0.7156862745,bidentity2=0.7156862745,depth1=0,depth2=0,color=lg5
scaf1 21006915 21007001 lg5 15245204 15245290 nlinks=1,bsize1=87,bsize2=87,bidentity1=0.8390804597,bidentity2=0.8390804597,depth1=0,depth2=0,color=lg5
scaf1 1711960 1712033 lg4 2103441 2103514 nlinks=1,bsize1=74,bsize2=74,bidentity1=0.9864864864,bidentity2=0.9864864864,depth1=0,depth2=0,color=lg4
scaf1 16710967 16711401 lg5 8885076 8885301 nlinks=1,bsize1=435,bsize2=226,bidentity1=0.2344827586,bidentity2=0.4513274336,depth1=0,depth2=0,color=lg5
scaf1 16733142 16733525 lg5 8894154 8894383 nlinks=1,bsize1=384,bsize2=230,bidentity1=0.2473958333,bidentity2=0.4130434782,depth1=0,depth2=0,color=lg5
scaf1 20347729 20347920 lg5 15332989 15333180 nlinks=1,bsize1=192,bsize2=192,bidentity1=0.3802083333,bidentity2=0.3802083333,depth1=0,depth2=0,color=lg5
scaf1 21028042 21028318 lg5 13697115 13697344 nlinks=1,bsize1=277,bsize2=230,bidentity1=0.2924187725,bidentity2=0.3521739130,depth1=0,depth2=0,color=lg5
scaf1 47052694 47052880 lg5 12917800 12917985 nlinks=1,bsize1=187,bsize2=186,bidentity1=0.3903743315,bidentity2=0.3924731182,depth1=0,depth2=0,color=lg5
scaf1 7619686 7619758 lg2 11147343 11147415 nlinks=1,bsize1=73,bsize2=73,bidentity1=0.9863013698,bidentity2=0.9863013698,depth1=0,depth2=0,color=lg2
scaf1 28113906 28113978 lg5 12925864 12925936 nlinks=1,bsize1=73,bsize2=73,bidentity1=0.9863013698,bidentity2=0.9863013698,depth1=0,depth2=0,color=lg5
scaf1 48359125 48359206 lg5 5152817 5152898 nlinks=1,bsize1=82,bsize2=82,bidentity1=0.8780487804,bidentity2=0.8780487804,depth1=0,depth2=0,color=lg5
scaf1 47564700 47564979 lg5 12826139 12826410 nlinks=1,bsize1=280,bsize2=272,bidentity1=0.2642857142,bidentity2=0.2720588235,depth1=0,depth2=0,color=lg5
scaf1 5379909 5379981 lg2 11147343 11147415 nlinks=1,bsize1=73,bsize2=73,bidentity1=0.9863013698,bidentity2=0.9863013698,depth1=0,depth2=0,color=lg2
scaf1 7474182 7474261 lg5 14446330 14446409 nlinks=1,bsize1=80,bsize2=80,bidentity1=0.8875000000,bidentity2=0.8875000000,depth1=0,depth2=0,color=lg5
scaf1 67203447 67203528 lg5 6668606 6668687 nlinks=1,bsize1=82,bsize2=82,bidentity1=0.8658536585,bidentity2=0.8658536585,depth1=0,depth2=0,color=lg5
scaf1 66434797 66434868 lg4 6050984 6051055 nlinks=1,bsize1=72,bsize2=72,bidentity1=0.9861111111,bidentity2=0.9861111111,depth1=0,depth2=0,color=lg4
scaf1 54743043 54743114 lg2 14882949 14883020 nlinks=1,bsize1=72,bsize2=72,bidentity1=0.9861111111,bidentity2=0.9861111111,depth1=0,depth2=0,color=lg2
scaf1 37646684 37646768 lg5 9677700 9677784 nlinks=1,bsize1=85,bsize2=85,bidentity1=0.8352941176,bidentity2=0.8352941176,depth1=0,depth2=0,color=lg5
scaf1 7610920 7611166 lg5 14463187 14463403 nlinks=1,bsize1=247,bsize2=217,bidentity1=0.3076923076,bidentity2=0.3502304147,depth1=0,depth2=0,color=lg5
scaf1 5948796 5948867 lg4 10934044 10934115 nlinks=1,bsize1=72,bsize2=72,bidentity1=0.9861111111,bidentity2=0.9861111111,depth1=0,depth2=0,color=lg4
scaf1 10681965 10682526 lg5 7890392 7890895 nlinks=1,bsize1=562,bsize2=504,bidentity1=0.1654804270,bidentity2=0.1845238095,depth1=0,depth2=0,color=lg5
scaf1 60628928 60628999 lg5 11473217 11473288 nlinks=1,bsize1=72,bsize2=72,bidentity1=0.9861111111,bidentity2=0.9861111111,depth1=0,depth2=0,color=lg5
scaf1 7626410 7626481 lg2 11329746 11329817 nlinks=1,bsize1=72,bsize2=72,bidentity1=0.9861111111,bidentity2=0.9861111111,depth1=0,depth2=0,color=lg2
scaf1 53298217 53298294 lg5 14860664 14860741 nlinks=1,bsize1=78,bsize2=78,bidentity1=0.8974358974,bidentity2=0.8974358974,depth1=0,depth2=0,color=lg5
scaf1 11515560 11515630 lg9 13225198 13225268 nlinks=1,bsize1=71,bsize2=71,bidentity1=0.9859154929,bidentity2=0.9859154929,depth1=0,depth2=0,color=lg9
scaf1 48701431 48701625 lg5 5023464 5023698 nlinks=1,bsize1=195,bsize2=235,bidentity1=0.4000000000,bidentity2=0.3319148936,depth1=0,depth2=0,color=lg5
scaf1 20777972 20778042 lg5 15211381 15211451 nlinks=1,bsize1=71,bsize2=71,bidentity1=0.9859154929,bidentity2=0.9859154929,depth1=0,depth2=0,color=lg5
scaf1 16742633 16742866 lg5 8893514 8893657 nlinks=1,bsize1=234,bsize2=144,bidentity1=0.3632478632,bidentity2=0.5902777777,depth1=0,depth2=0,color=lg5
scaf1 15729119 15729188 lg2 11147346 11147415 nlinks=1,bsize1=70,bsize2=70,bidentity1=0.9857142857,bidentity2=0.9857142857,depth1=0,depth2=0,color=lg2
scaf1 53816500 53816678 lg5 6403381 6403520 nlinks=1,bsize1=179,bsize2=140,bidentity1=0.4189944134,bidentity2=0.5357142857,depth1=0,depth2=0,color=lg5
scaf1 16662785 16662947 lg5 8877498 8877674 nlinks=1,bsize1=163,bsize2=177,bidentity1=0.4417177914,bidentity2=0.4067796610,depth1=0,depth2=0,color=lg5
scaf1 48469943 48470118 lg5 5105605 5105785 nlinks=1,bsize1=176,bsize2=181,bidentity1=0.3863636363,bidentity2=0.3756906077,depth1=0,depth2=0,color=lg5
scaf1 47123172 47123239 lg3 29261570 29261637 nlinks=1,bsize1=68,bsize2=68,bidentity1=0.9852941176,bidentity2=0.9852941176,depth1=0,depth2=0,color=lg3
scaf1 54587617 54587693 lg8 10558961 10559037 nlinks=1,bsize1=77,bsize2=77,bidentity1=0.8701298701,bidentity2=0.8701298701,depth1=0,depth2=0,color=lg8
scaf1 57138167 57138709 lg5 7480559 7481101 nlinks=1,bsize1=543,bsize2=543,bidentity1=0.1233885819,bidentity2=0.1233885819,depth1=0,depth2=0,color=lg5
scaf1 15124069 15124178 lg5 13758214 13758322 nlinks=1,bsize1=110,bsize2=109,bidentity1=0.6090909090,bidentity2=0.6146788990,depth1=0,depth2=0,color=lg5
scaf1 36696313 36696427 lg5 9501497 9501611 nlinks=1,bsize1=115,bsize2=115,bidentity1=0.5739130434,bidentity2=0.5739130434,depth1=0,depth2=0,color=lg5
scaf1 60163326 60163479 lg5 9292408 9292562 nlinks=1,bsize1=154,bsize2=155,bidentity1=0.4415584415,bidentity2=0.4387096774,depth1=0,depth2=0,color=lg5
scaf1 7625319 7625384 lg2 11329746 11329811 nlinks=1,bsize1=66,bsize2=66,bidentity1=0.9848484848,bidentity2=0.9848484848,depth1=0,depth2=0,color=lg2
scaf1 32880229 32880656 lg5 15443163 15443590 nlinks=1,bsize1=428,bsize2=428,bidentity1=0.1518691588,bidentity2=0.1518691588,depth1=0,depth2=0,color=lg5
scaf1 48596096 48596166 lg5 5063441 5063511 nlinks=1,bsize1=71,bsize2=71,bidentity1=0.9154929577,bidentity2=0.9154929577,depth1=0,depth2=0,color=lg5
scaf1 68001198 68001397 lg5 6745637 6745826 nlinks=1,bsize1=200,bsize2=190,bidentity1=0.3450000000,bidentity2=0.3631578947,depth1=0,depth2=0,color=lg5
scaf1 48414552 48414628 lg5 5128568 5128644 nlinks=1,bsize1=77,bsize2=77,bidentity1=0.8311688311,bidentity2=0.8311688311,depth1=0,depth2=0,color=lg5
scaf1 10363163 10363227 lg7 7345660 7345724 nlinks=1,bsize1=65,bsize2=65,bidentity1=0.9846153846,bidentity2=0.9846153846,depth1=0,depth2=0,color=lg7
scaf1 16652948 16653012 lg4 6065986 6066050 nlinks=1,bsize1=65,bsize2=65,bidentity1=0.9846153846,bidentity2=0.9846153846,depth1=0,depth2=0,color=lg4
scaf1 16471833 16472010 lg5 8832002 8832149 nlinks=1,bsize1=178,bsize2=148,bidentity1=0.3932584269,bidentity2=0.4729729729,depth1=0,depth2=0,color=lg5
scaf1 47062575 47062750 lg5 12916195 12916369 nlinks=1,bsize1=176,bsize2=175,bidentity1=0.3693181818,bidentity2=0.3714285714,depth1=0,depth2=0,color=lg5
scaf1 48592870 48593015 lg5 5066678 5066811 nlinks=1,bsize1=146,bsize2=134,bidentity1=0.4520547945,bidentity2=0.4925373134,depth1=0,depth2=0,color=lg5
scaf1 46976083 46976146 lg5 12925873 12925936 nlinks=1,bsize1=64,bsize2=64,bidentity1=0.9843750000,bidentity2=0.9843750000,depth1=0,depth2=0,color=lg5
scaf1 24708422 24708516 lg5 8214705 8214798 nlinks=1,bsize1=95,bsize2=94,bidentity1=0.6631578947,bidentity2=0.6702127659,depth1=0,depth2=0,color=lg5
scaf1 20961585 20963913 lg5 15239051 15241403 nlinks=1,bsize1=2329,bsize2=2353,bidentity1=0.0322026620,bidentity2=0.0318742031,depth1=0,depth2=0,color=lg5
scaf1 46989465 46989627 lg5 12922957 12923117 nlinks=1,bsize1=163,bsize2=161,bidentity1=0.3865030674,bidentity2=0.3913043478,depth1=0,depth2=0,color=lg5
scaf1 47429108 47429282 lg5 12849508 12849669 nlinks=1,bsize1=175,bsize2=162,bidentity1=0.3714285714,bidentity2=0.4012345679,depth1=0,depth2=0,color=lg5
scaf1 48646403 48646480 lg8 12011506 12011583 nlinks=1,bsize1=78,bsize2=78,bidentity1=0.7948717948,bidentity2=0.7948717948,depth1=0,depth2=0,color=lg8
scaf1 38567293 38567450 lg5 6021919 6022030 nlinks=1,bsize1=158,bsize2=112,bidentity1=0.4430379746,bidentity2=0.6250000000,depth1=0,depth2=0,color=lg5
scaf1 6838649 6838711 lg5 14387706 14387768 nlinks=1,bsize1=63,bsize2=63,bidentity1=0.9841269841,bidentity2=0.9841269841,depth1=0,depth2=0,color=lg5
scaf1 47143817 47143885 lg5 12901961 12902029 nlinks=1,bsize1=69,bsize2=69,bidentity1=0.8985507246,bidentity2=0.8985507246,depth1=0,depth2=0,color=lg5
scaf1 12483323 12483385 lg2 7648333 7648395 nlinks=1,bsize1=63,bsize2=63,bidentity1=0.9841269841,bidentity2=0.9841269841,depth1=0,depth2=0,color=lg2
scaf1 16527868 16527937 lg5 8845928 8845995 nlinks=1,bsize1=70,bsize2=68,bidentity1=0.8857142857,bidentity2=0.9117647058,depth1=0,depth2=0,color=lg5
scaf1 37335802 37335957 lg5 9625084 9625250 nlinks=1,bsize1=156,bsize2=167,bidentity1=0.4102564102,bidentity2=0.3832335329,depth1=0,depth2=0,color=lg5
scaf1 48463229 48463437 lg5 5109010 5109218 nlinks=1,bsize1=209,bsize2=209,bidentity1=0.2918660287,bidentity2=0.2918660287,depth1=0,depth2=0,color=lg5
scaf1 22697705 22697854 lg5 8618876 8619020 nlinks=1,bsize1=150,bsize2=145,bidentity1=0.4066666666,bidentity2=0.4206896551,depth1=0,depth2=0,color=lg5
scaf1 11547213 11547273 lg9 13225198 13225258 nlinks=1,bsize1=61,bsize2=61,bidentity1=0.9836065573,bidentity2=0.9836065573,depth1=0,depth2=0,color=lg9
scaf1 18851366 18852275 lg5 12039805 12040714 nlinks=1,bsize1=910,bsize2=910,bidentity1=0.0659340659,bidentity2=0.0659340659,depth1=0,depth2=0,color=lg5
scaf1 24701413 24701608 lg5 8213106 8213258 nlinks=1,bsize1=196,bsize2=153,bidentity1=0.3418367346,bidentity2=0.4379084967,depth1=0,depth2=0,color=lg5
scaf1 43776686 43776753 lg2 11333420 11333487 nlinks=1,bsize1=68,bsize2=68,bidentity1=0.8823529411,bidentity2=0.8823529411,depth1=0,depth2=0,color=lg2
scaf1 47197859 47198013 lg5 12892654 12892808 nlinks=1,bsize1=155,bsize2=155,bidentity1=0.3870967741,bidentity2=0.3870967741,depth1=0,depth2=0,color=lg5
scaf1 54038712 54038772 lg5 6353533 6353593 nlinks=1,bsize1=61,bsize2=61,bidentity1=0.9836065573,bidentity2=0.9836065573,depth1=0,depth2=0,color=lg5
scaf1 47225955 47226032 lg5 12889157 12889233 nlinks=1,bsize1=78,bsize2=77,bidentity1=0.7692307692,bidentity2=0.7792207792,depth1=0,depth2=0,color=lg5
scaf1 47006955 47007069 lg5 12921232 12921346 nlinks=1,bsize1=115,bsize2=115,bidentity1=0.5217391304,bidentity2=0.5217391304,depth1=0,depth2=0,color=lg5
scaf1 74574550 74574609 lg10 3594702 3594761 nlinks=1,bsize1=60,bsize2=60,bidentity1=0.9833333333,bidentity2=0.9833333333,depth1=0,depth2=0,color=lg10
scaf1 72134930 72134989 lg10 3594702 3594761 nlinks=1,bsize1=60,bsize2=60,bidentity1=0.9833333333,bidentity2=0.9833333333,depth1=0,depth2=0,color=lg10
scaf1 72134834 72134893 lg10 3594702 3594761 nlinks=1,bsize1=60,bsize2=60,bidentity1=0.9833333333,bidentity2=0.9833333333,depth1=0,depth2=0,color=lg10
scaf1 48518767 48518922 lg5 5082754 5082907 nlinks=1,bsize1=156,bsize2=154,bidentity1=0.3846153846,bidentity2=0.3896103896,depth1=0,depth2=0,color=lg5
scaf1 58940497 58941393 lg5 10695459 10696506 nlinks=1,bsize1=897,bsize2=1048,bidentity1=0.0891861761,bidentity2=0.0763358778,depth1=0,depth2=0,color=lg5
scaf1 22988869 22988987 lg5 8572633 8572762 nlinks=1,bsize1=119,bsize2=130,bidentity1=0.5210084033,bidentity2=0.4769230769,depth1=0,depth2=0,color=lg5
scaf1 72134850 72134909 lg10 3594702 3594761 nlinks=1,bsize1=60,bsize2=60,bidentity1=0.9833333333,bidentity2=0.9833333333,depth1=0,depth2=0,color=lg10
